Time,Gx,Gy,Gz
103.1,-2.43,3.18,-0.54
103.16,-39.36,10.74,3.1
103.23,-78.11,6.67,14.28
103.3,-249.99,17.84,-68.47
103.36,-249.99,16.62,-128.44
103.43,-249.99,-11.47,-173.95
103.5,-249.99,-55.86,-212.54
103.56,-249.99,-95.94,-209.81
103.63,-249.99,-85.06,-86.3
103.71,-152.34,-65.05,-40.92
103.78,-249.99,3.33,250.0
103.85,-201.4,-70.71,76.89
103.91,-124.12,-69.21,6.27
103.98,16.5,-112.36,-123.65
104.05,92.4,-44.28,-185.02
104.11,155.03,-120.6,-15.33
104.18,107.06,-109.29,55.14
104.25,42.17,-82.8,36.35
104.31,10.52,-31.13,66.18
104.38,-18.72,-13.84,25.06
104.45,-20.99,7.23,60.48
104.51,-31.1,49.92,97.36
104.58,-99.02,53.19,-55.66
104.65,-94.26,51.83,-14.85
104.71,2.18,55.56,-76.48
104.78,-26.53,47.38,-59.2
104.85,-32.48,14.87,39.17
104.91,22.22,-19.45,5.22
104.98,39.82,-4.43,20.51
105.05,21.82,13.67,-19.05
105.11,18.95,30.12,-10.7
105.18,13.93,46.53,-12.99
105.25,23.76,29.95,-37.08
105.31,38.85,31.19,-36.11
105.38,21.93,18.67,-9.7
105.45,30.6,6.19,4.06
105.51,41.68,-41.73,35.76
105.58,32.55,-158.04,18.52
105.65,132.62,-147.27,113.25
105.71,-28.94,-50.76,54.14
105.78,-84.28,-25.54,40.56
105.85,5.67,-11.0,-54.68
105.92,49.89,84.19,112.38
105.98,74.83,90.89,94.65
106.05,72.09,92.26,-15.44
106.12,33.85,52.15,-9.64
106.19,-13.23,61.65,-5.86
106.25,-27.38,56.39,-7.23
106.32,-20.05,48.0,-19.23
106.38,-3.91,47.91,3.62
106.45,40.66,-16.55,10.94
106.52,-8.52,37.67,7.7
106.58,-33.45,65.2,25.54
106.65,-20.8,46.02,24.79
106.71,19.84,-6.77,31.88
106.78,23.33,-63.67,1.67
106.85,22.46,-82.03,-1.44
106.91,16.15,-50.8,-4.33
106.98,16.06,-64.18,-12.24
107.05,8.28,-56.68,-19.45
107.12,14.5,-39.69,-59.81
107.18,9.9,26.76,-7.23
107.25,30.53,31.37,-7.69
107.31,93.18,-10.08,-23.69
107.38,125.76,0.59,-34.91
107.45,12.59,10.01,65.07
107.52,52.69,-35.15,-61.79
107.58,-10.4,22.85,-42.8
107.65,-20.1,-2.9,-25.18
107.71,8.68,2.76,38.18
107.78,20.59,15.39,51.31
107.85,-2.31,29.55,9.97
107.91,16.26,19.87,13.39
107.98,20.17,21.08,30.71
108.05,35.34,11.66,24.13
108.11,36.5,47.74,16.85
108.18,-109.4,2.05,139.76
108.25,-93.74,29.43,149.75
108.31,-18.43,16.6,38.01
108.38,0.46,-22.79,2.34
108.45,4.16,-4.4,6.93
108.51,9.96,-84.79,-61.81
108.58,0.61,-3.82,44.14
108.65,7.58,23.6,-26.19
108.71,-39.42,-160.14,-134.84
108.78,-35.1,-249.99,-144.28
108.85,-18.69,-249.99,-54.28
108.91,-52.53,-147.6,-47.88
108.98,-58.02,-91.74,-41.92
109.05,-5.06,27.86,-7.99
109.11,19.67,202.3,4.78
109.18,24.31,250.0,53.99
109.25,12.18,250.0,155.65
109.32,-0.65,133.71,137.07
109.39,-180.27,-14.7,39.66
109.45,-225.64,-11.44,-18.07
109.52,-249.99,-33.25,-57.75
109.58,-230.2,-55.42,-39.51
109.65,-162.39,-3.82,7.38
109.72,-117.61,-2.19,14.38
109.79,0.84,0.89,-8.55
109.85,146.1,-8.16,-53.07
109.92,146.59,-27.7,-34.98
109.98,222.91,-8.5,-113.76
110.05,248.79,23.87,-87.16
110.11,250.0,59.98,-57.76
110.18,250.0,42.49,-20.53
110.25,250.0,58.59,-25.03
110.31,250.0,49.89,8.96
110.38,250.0,15.29,51.6
110.45,223.6,-5.69,35.73
110.51,120.78,-11.81,12.67
110.58,40.38,1.49,-3.31
110.65,-55.28,10.08,19.92
110.71,-95.07,5.76,4.45
110.78,-179.95,9.67,-6.21
110.85,-229.09,24.55,-4.33
110.91,-249.99,24.63,24.32
110.98,-249.99,35.56,43.08
111.05,-239.86,15.81,14.59
111.11,-218.55,0.83,19.07
111.18,-152.0,-10.5,17.82
111.25,-120.37,-1.1,7.99
111.32,-75.31,-7.96,32.2
111.38,-26.28,-4.25,18.48
111.45,67.13,-17.34,-2.65
111.51,186.67,0.61,-41.59
111.58,203.03,-2.28,-25.17
111.65,219.36,8.2,-19.19
111.71,225.62,12.84,-0.39
111.78,221.74,2.7,23.55
111.85,217.63,26.14,17.25
111.91,162.94,0.24,24.07
111.98,142.8,9.63,0.49
112.06,7.2,9.84,4.81
112.13,-87.11,6.29,21.8
112.2,-242.99,46.25,0.57
112.26,-249.99,42.19,-20.33
112.33,-249.99,49.58,-3.93
112.4,-249.99,10.01,-13.78
112.46,-249.99,24.19,-10.1
112.53,-222.24,-9.18,-5.24
112.6,-189.54,-1.56,-3.4
112.66,-25.41,1.64,-11.5
112.73,76.24,7.12,-11.0
112.8,235.11,-32.32,-41.06
112.86,250.0,9.32,-50.86
112.93,250.0,38.42,-30.07
113.0,250.0,26.2,-0.46
113.06,213.49,-20.33,1.1
113.13,160.07,-9.06,-8.56
113.2,55.86,3.95,-1.59
113.26,5.71,14.37,2.07
113.33,-186.43,-7.77,-1.16
113.4,-249.99,-32.34,0.52
113.46,-249.99,-64.18,112.32
113.53,-249.99,33.62,42.21
113.6,-237.47,4.76,29.25
113.66,24.0,10.56,-46.09
113.73,197.4,-10.45,-69.55
113.8,250.0,81.74,-104.46
113.86,250.0,88.07,-76.01
113.93,46.53,6.08,-20.64
114.0,9.34,19.25,6.34
114.06,70.23,41.07,-5.87
114.13,56.07,20.05,-4.17
114.2,12.44,7.17,-5.1
114.26,9.52,13.93,0.33
114.33,9.15,-0.49,-1.36
114.4,3.89,3.3,-1.15
114.46,2.92,0.31,-1.14
114.53,6.11,-3.33,-0.7
114.6,8.8,-5.58,-0.28
114.67,2.92,1.63,1.73
114.73,3.93,2.78,0.32
114.8,4.72,1.02,1.3
114.86,6.63,-2.1,-0.58
114.93,5.19,0.0,0.96
115.0,5.5,-0.63,-1.54
115.06,6.36,1.09,0.8
115.13,5.9,1.79,0.5
115.2,5.97,0.89,0.01
115.26,6.43,-0.93,-0.62
115.33,5.09,3.09,1.21
115.4,5.74,1.11,1.45
115.46,9.27,-0.95,-1.97
115.53,6.45,1.76,-2.14
115.6,6.73,1.88,-0.46
115.66,4.65,2.49,1.32
115.73,6.05,1.94,0.09
115.8,6.57,0.04,0.47
115.86,6.13,1.25,0.69
115.93,4.64,2.61,1.06
116.0,5.06,2.36,1.04
116.06,5.4,5.94,-1.98
116.13,-5.04,24.12,-7.06
116.2,2.07,15.13,-13.23
116.26,5.22,3.17,-11.48
116.33,5.07,6.48,-13.31
116.4,20.35,-8.65,-24.83
116.46,13.49,-8.53,-19.81
116.53,6.5,9.45,-9.4
116.6,5.43,-9.29,-10.47
116.66,-8.54,-19.97,27.72
116.73,-11.92,2.95,37.94
116.8,22.11,32.09,-16.04
116.86,10.04,131.87,26.61
116.93,5.72,163.92,7.21
117.0,29.55,250.0,32.36
117.06,19.75,250.0,21.24
117.13,12.18,208.35,27.61
117.2,21.85,168.58,24.94
117.26,18.7,125.88,32.61
117.33,3.22,88.91,18.95
117.4,-11.03,-17.43,2.81
117.47,-11.97,-89.01,-14.16
117.53,-37.66,-249.99,6.59
117.6,-34.2,-249.99,2.84
117.67,-4.98,-249.99,20.94
117.73,-42.82,-249.99,-16.73
117.8,-34.22,-249.99,-11.83
117.86,-14.65,-238.26,15.05
117.93,4.04,-231.91,-3.44
118.0,2.29,-218.02,-3.9
118.06,-1.13,-203.36,14.45
118.13,-5.46,-120.67,-7.28
118.2,-6.21,-60.96,-18.14
118.26,9.25,100.64,-10.49
118.33,4.7,250.0,-54.61
118.4,-35.67,250.0,-26.05
118.46,-53.18,250.0,-23.93
118.53,-48.03,250.0,17.89
118.6,-11.71,250.0,40.36
118.66,-81.31,249.43,150.92
118.73,-28.65,206.31,85.85
118.8,-24.84,177.18,55.39
118.86,15.97,102.71,41.78
118.93,24.01,41.44,14.45
119.0,10.39,-92.11,-26.86
119.06,4.52,-184.74,-50.99
119.13,-22.26,-249.99,-110.1
119.2,13.18,-249.99,-72.39
119.26,23.42,-249.99,-44.15
119.33,-7.87,-249.99,-19.93
119.4,-16.87,-249.99,-31.68
119.46,0.46,-203.51,-34.86
119.53,8.09,-133.31,-39.34
119.6,6.58,-9.67,-19.9
119.66,-3.18,168.51,-1.08
119.73,-13.17,219.86,30.74
119.8,-11.78,250.0,24.97
119.86,-17.12,250.0,-11.92
119.93,-37.65,250.0,1.71
120.0,-49.41,250.0,21.07
120.06,-53.11,198.97,65.91
120.13,-38.41,90.93,37.29
120.2,5.71,-22.88,15.73
120.26,24.91,-112.24,4.23
120.33,-1.85,-249.99,11.57
120.42,13.84,-249.99,-22.95
120.49,0.22,-249.99,1.48
120.55,-14.61,-249.99,-32.8
120.62,-30.83,-206.77,-28.27
120.68,-19.01,-154.53,-21.27
120.75,15.92,-87.01,-20.36
120.82,20.37,-52.95,-14.95
120.88,-1.08,68.07,-3.63
120.95,-3.2,206.78,-22.44
121.02,50.23,250.0,-38.79
121.08,43.64,250.0,-52.38
121.15,-19.01,250.0,-43.39
121.22,-24.8,250.0,40.33
121.28,-12.44,250.0,53.21
121.35,-11.44,250.0,89.38
121.41,-5.87,232.76,69.98
121.48,6.37,98.72,27.69
121.55,2.54,45.84,10.33
121.61,15.72,7.73,-0.06
121.69,-18.03,-134.38,-15.49
121.75,-13.53,-249.99,-50.27
121.82,-23.61,-249.99,-45.96
121.88,-11.13,-249.99,-59.1
121.95,-26.2,-249.99,-25.39
122.01,-51.01,-249.99,35.79
122.08,-46.26,-249.99,14.13
122.15,-38.82,-249.99,-32.77
122.21,-32.88,-215.82,-115.89
122.28,-10.55,-129.82,-97.93
122.35,27.13,-25.21,-21.15
122.41,7.51,80.14,-18.58
122.48,-32.91,250.0,-32.86
122.55,-26.33,250.0,69.82
122.61,-38.14,250.0,30.49
122.68,-55.43,200.19,204.52
122.75,10.27,-66.07,-31.42
122.81,0.7,6.22,-19.28
122.88,0.07,8.9,-18.42
122.95,1.27,30.54,-15.37
123.01,14.16,46.76,-27.05
123.08,9.35,26.06,-16.63
123.15,7.59,10.49,-11.81
123.21,1.57,10.29,-7.33
123.28,1.21,8.1,-6.7
123.35,4.36,5.61,-1.43
123.41,5.33,1.86,-0.68
123.48,6.07,0.06,-0.31
123.55,5.62,2.41,0.55
123.61,6.36,-1.43,0.64
123.68,3.47,1.68,0.1
123.75,4.04,3.36,2.7
123.81,6.4,-1.45,-0.13
123.88,5.52,3.39,0.81
123.95,4.71,2.34,0.28
124.01,6.57,0.12,0.66
124.08,7.0,2.08,-0.67
124.15,5.93,1.81,-1.08
124.21,4.31,2.17,1.59
124.28,4.85,-0.97,3.01
124.35,3.43,-2.59,4.7
124.41,-3.89,7.11,7.07
124.48,3.77,-6.49,5.51
124.55,8.73,-12.33,0.57
124.61,5.3,3.05,6.75
124.68,2.91,8.45,7.28
124.75,8.33,4.28,3.4
124.81,-17.2,-4.16,41.75
124.88,-1.02,-57.54,17.24
124.95,9.13,-37.97,-4.99
125.01,47.01,43.6,-32.17
125.08,133.55,157.37,-69.52
125.15,153.3,166.99,-51.27
125.21,205.91,250.0,-58.06
125.28,175.54,224.55,-21.43
125.35,137.28,184.47,19.59
125.41,126.06,187.45,7.85
125.48,78.44,62.18,43.75
125.55,60.7,33.01,28.95
125.61,25.59,24.13,6.83
125.68,23.49,22.43,3.25
125.75,20.28,3.12,-0.17
125.82,4.63,-10.9,3.35
125.89,5.61,6.86,2.91
125.95,12.2,7.77,2.2
126.02,7.72,5.84,0.07
126.09,4.55,-3.58,4.49
126.15,4.47,-8.25,3.3
126.22,9.1,-12.04,1.22
126.28,-2.2,-16.38,1.24
126.35,-6.49,-10.01,5.88
126.41,-52.42,-68.45,18.38
126.48,-90.53,-104.02,29.74
126.55,-136.54,-140.49,2.47
126.62,-173.27,-151.48,26.21
126.68,-189.29,-142.28,53.63
126.75,-185.54,-124.09,39.35
126.81,-199.86,-148.93,47.83
126.88,-230.9,-183.65,65.68
126.95,-202.52,-163.53,28.85
127.01,-195.44,-173.28,18.21
127.08,-176.27,-162.14,-12.48
127.15,-171.17,-159.53,16.89
127.21,-92.57,-83.21,-11.35
127.28,-53.34,-60.53,-10.59
127.35,-10.38,-23.25,-5.03
127.41,8.06,1.58,2.79
127.48,7.2,3.45,2.29
127.55,3.99,-6.65,3.44
127.61,6.89,1.6,1.68
127.68,6.65,-0.5,2.42
127.75,11.03,3.51,-1.36
127.81,17.43,17.91,-6.23
127.88,104.4,124.7,-37.36
127.95,161.13,170.01,-43.87
128.01,207.84,177.86,-54.14
128.08,216.94,180.53,-38.88
128.15,188.05,213.05,-29.15
128.21,158.91,205.56,-54.31
128.28,153.85,193.97,-8.4
128.35,148.27,176.5,30.26
128.41,169.17,163.66,44.46
128.48,177.62,192.53,17.55
128.55,215.33,211.53,12.64
128.61,189.29,165.24,38.44
128.68,151.13,141.32,39.24
128.76,46.69,2.79,45.71
128.83,14.58,-31.86,41.12
128.9,-4.14,-24.41,6.59
128.96,-2.07,-18.7,11.13
129.03,1.49,-11.15,9.59
129.1,0.21,-5.82,8.79
129.16,-1.66,-11.9,8.44
129.23,-6.4,-17.05,7.12
129.3,-38.64,-47.71,10.26
129.36,-100.94,-97.0,1.83
129.43,-205.14,-127.31,-2.58
129.5,-222.43,-119.2,-20.49
129.57,-249.99,-180.98,-27.0
129.63,-249.99,-233.15,11.05
129.7,-249.99,-197.45,21.25
129.76,-249.99,-211.99,-5.35
129.83,-222.03,-225.72,-20.9
129.9,-166.48,-249.99,-50.31
129.96,-123.55,-177.14,19.77
130.03,-115.06,-143.16,24.26
130.1,-10.81,-31.4,8.98
130.16,4.2,-0.8,4.54
130.23,19.68,35.09,-7.14
130.3,53.37,76.8,-15.98
130.36,188.91,231.52,-45.66
130.43,250.0,250.0,-77.14
130.5,250.0,250.0,-73.49
130.56,250.0,250.0,-49.08
130.63,250.0,250.0,-44.52
130.7,250.0,250.0,18.93
130.77,220.55,155.01,69.45
130.83,151.81,87.77,71.8
130.9,70.55,40.09,42.4
130.97,-81.89,-68.95,10.47
131.03,-247.51,-186.13,6.82
131.1,-249.99,-249.99,18.42
131.17,-249.99,-249.99,50.45
131.23,-249.99,-249.99,50.73
131.3,-249.99,-249.99,36.79
131.36,-249.99,-249.99,54.01
131.43,-184.23,-216.66,43.96
131.5,-24.97,-39.28,-10.53
131.57,104.66,137.74,-11.42
131.63,211.01,250.0,-76.01
131.7,250.0,250.0,-127.21
131.76,250.0,250.0,-83.97
131.83,250.0,250.0,-20.76
131.9,250.0,250.0,4.52
131.97,250.0,234.02,42.8
132.03,174.66,106.11,5.95
132.1,-71.33,-71.41,25.91
132.17,-249.99,-170.6,20.9
132.23,-249.99,-159.5,74.2
132.3,-249.99,-219.67,43.72
132.36,-249.99,-232.97,56.47
132.43,-249.99,-199.7,78.41
132.5,-249.99,-179.67,83.56
132.57,-171.42,-55.62,10.25
132.63,73.71,14.07,-14.93
132.7,237.96,77.16,-49.97
132.76,250.0,250.0,-197.6
132.83,250.0,250.0,-153.56
132.9,250.0,250.0,-107.86
132.96,250.0,250.0,-124.04
133.03,250.0,193.17,9.18
133.1,110.48,72.34,37.47
133.16,-94.57,-79.0,19.85
133.23,-249.99,-211.78,89.8
133.3,-249.99,-249.99,108.38
133.36,-249.99,-231.6,63.15
133.43,-249.99,-206.98,65.97
133.5,-249.99,-160.56,40.92
133.57,-195.34,-87.15,9.02
133.63,-120.45,-39.04,14.78
133.7,155.99,111.7,-21.23
133.76,250.0,181.75,-74.24
133.83,250.0,250.0,-130.63
133.9,250.0,250.0,-92.59
133.97,250.0,250.0,34.54
134.03,223.64,250.0,46.93
134.1,123.3,113.95,42.65
134.16,59.38,64.93,42.08
134.23,-201.98,-241.93,118.81
134.3,-196.6,-235.91,26.84
134.37,-0.73,-145.03,-11.98
134.44,-52.95,-48.57,5.51
134.51,-21.82,-39.74,2.37
134.57,-13.68,-13.58,0.56
134.64,-0.53,11.9,-3.48
134.71,-23.05,25.75,-7.8
134.78,-29.29,33.71,-4.52
134.85,-4.15,24.29,-15.58
134.91,-13.97,39.57,0.46
134.98,-26.28,58.2,7.81
135.05,-18.71,46.66,-0.71
135.11,-15.01,20.4,-3.35
135.18,-13.8,13.78,9.0
135.25,38.38,48.48,30.39
135.31,10.19,88.11,55.61
135.38,-91.39,8.62,30.99
135.45,16.06,21.23,38.9
135.51,13.66,-5.55,34.81
135.58,2.54,-54.1,23.99
135.65,-18.47,-45.17,21.88
135.72,1.68,-3.4,19.18
135.78,7.36,-27.32,8.39
135.85,23.1,-31.71,-14.29
135.91,61.53,9.87,-12.07
135.98,-13.24,85.17,27.42
136.05,-21.97,99.59,51.0
136.11,-22.45,-105.51,-9.15
136.18,34.12,-139.85,-20.66
136.25,84.92,-115.77,-54.65
136.31,7.59,-12.04,-3.93
136.38,5.86,31.82,-39.07
136.45,3.34,76.84,-28.1
136.51,-65.79,42.58,-25.33
136.58,12.76,14.05,-44.4
136.65,-51.95,104.06,-6.82
136.71,-23.2,-117.73,-96.44
136.78,65.95,-119.69,-109.24
136.85,14.43,43.33,-0.92
136.91,23.41,147.4,54.95
136.98,24.3,-7.95,-19.79
137.05,-7.42,-83.16,8.82
137.14,-6.34,-249.99,84.31
137.2,49.49,-249.99,98.65
137.27,91.54,-249.99,53.6
137.34,49.2,-11.03,-0.06
137.4,50.08,250.0,-46.31
137.47,11.62,250.0,-161.86
137.54,-127.12,250.0,-216.03
137.6,-90.27,248.23,-153.74
137.67,-33.21,43.67,-66.87
137.74,3.55,-85.12,-34.96
137.8,12.0,-71.9,5.21
137.87,33.07,-43.72,18.49
137.94,-5.0,-37.31,-20.67
138.0,23.64,-51.94,-32.75
138.07,25.96,-56.54,8.67
138.15,26.17,-47.02,1.96
138.22,27.62,-48.61,12.4
138.29,0.45,-41.4,18.78
138.35,-2.23,-43.4,16.21
138.42,12.78,-29.93,14.09
138.49,18.94,-8.79,22.17
138.55,11.19,-13.3,12.17
138.62,15.02,-24.87,12.25
138.68,9.63,-23.89,-5.03
138.75,-32.48,33.36,2.5
138.81,-20.26,14.92,7.46
138.88,-19.81,13.82,14.79
138.95,-19.58,16.58,55.2
139.01,-17.19,25.22,55.7
139.09,-29.97,30.61,50.53
139.16,-37.31,-3.71,11.45
139.23,-20.32,-36.07,-19.38
139.3,10.4,-66.0,-56.81
139.36,27.8,-84.06,-74.85
139.43,26.78,-27.3,11.9
139.5,24.29,29.24,52.73
139.56,9.85,19.96,39.51
139.63,-0.98,48.96,57.87
139.7,13.98,27.66,8.81
139.76,46.94,17.53,-34.56
139.83,19.15,-17.25,-19.55
139.9,11.89,-30.85,-12.48
139.96,11.19,-30.95,-22.45
140.03,30.47,-34.88,-27.47
140.1,105.69,-40.69,-29.81
140.16,250.0,-19.5,-122.17
140.23,250.0,-14.15,-181.94
140.3,151.01,-45.72,25.53
140.36,92.31,-52.93,39.45
140.43,88.05,2.07,12.64
140.5,78.74,-10.41,-3.49
140.56,16.17,-0.51,11.12
140.63,-14.48,20.68,20.82
140.7,-111.09,-1.86,36.27
140.76,-179.94,-42.21,28.23
140.83,-219.33,-176.02,122.73
140.9,-201.66,-144.32,156.35
140.96,-163.21,19.01,122.06
141.03,-72.21,110.66,21.34
141.1,-46.77,87.17,-15.4
141.16,-24.15,15.82,0.14
141.23,-5.14,-7.75,-10.19
141.3,36.79,10.49,-27.68
141.36,43.5,23.81,-6.2
141.45,19.61,10.17,-7.35
141.52,6.25,-6.73,1.93
141.58,-3.64,39.49,5.95
141.65,6.47,119.72,-8.94
141.72,39.33,250.0,18.61
141.78,50.56,250.0,20.31
141.85,10.9,250.0,22.34
141.92,12.26,198.03,20.05
141.99,-8.59,158.05,36.33
142.05,-14.51,97.35,34.6
142.12,-2.14,41.0,15.43
142.18,-1.2,10.9,8.17
142.26,9.83,-50.54,-6.96
142.34,4.32,-219.24,-23.18
142.42,-2.17,-249.99,-14.06
142.49,-13.3,-249.99,-5.88
142.57,-26.62,-249.99,9.57
142.63,-23.78,-249.99,50.98
142.7,-12.94,-246.73,26.73
142.76,-23.13,-249.99,-21.7
142.83,-11.14,-247.83,-29.23
142.89,-13.38,-235.91,-24.81
142.96,-27.31,-200.67,-13.24
143.02,-8.88,-157.45,7.14
143.09,-2.63,-89.85,-2.71
143.15,1.87,-59.59,-7.96
143.21,6.46,-8.7,-1.83
143.28,11.31,64.08,3.33
143.35,24.15,114.55,1.22
143.41,31.49,249.97,2.59
143.47,23.52,250.0,-2.73
143.54,32.72,250.0,10.51
143.61,21.08,250.0,-2.56
143.67,19.71,250.0,-96.3
143.74,21.87,250.0,-74.49
143.8,-4.63,247.28,31.08
143.87,10.47,249.07,40.83
143.94,-18.77,178.93,67.72
144.0,13.02,124.56,44.61
144.06,9.68,64.23,26.18
144.13,-33.28,-104.05,20.34
144.19,-50.93,-145.48,3.56
144.26,1.63,-58.88,-13.9
144.32,1.47,-160.12,-55.76
144.39,4.18,-249.99,-80.39
144.45,-1.09,-249.99,-19.88
144.52,-7.05,-249.99,8.0
144.59,6.99,-186.2,7.13
144.65,12.05,-98.73,-19.93
144.72,5.3,-44.42,-19.05
144.78,7.32,57.32,-1.58
144.85,21.93,84.08,48.22
144.91,-5.38,62.88,57.83
144.98,8.42,15.65,47.07
145.05,6.62,6.22,-26.65
145.11,8.92,-13.21,-29.8
145.18,33.96,-2.98,-12.9
145.25,48.75,-12.32,-5.97
145.31,107.94,5.24,-9.92
145.38,160.12,14.48,-1.08
145.45,188.42,0.61,-1.48
145.53,206.23,1.7,2.31
145.6,219.81,-17.64,-1.78
145.66,193.57,-56.75,11.93
145.73,191.21,-27.22,-9.4
145.8,109.23,-14.84,-27.29
145.86,70.54,-8.74,-19.98
145.93,25.63,-5.27,-10.09
146.0,9.05,5.53,0.95
146.06,-26.43,8.06,6.85
146.13,-42.09,20.06,15.87
146.2,-123.11,32.95,12.54
146.26,-172.54,34.53,5.93
146.33,-249.99,75.15,24.4
146.4,-249.99,72.38,8.72
146.46,-249.99,37.96,6.39
146.53,-249.99,13.45,5.29
146.6,-227.92,-11.9,-33.49
146.67,-179.78,33.56,28.03
146.73,-150.65,48.96,28.76
146.8,-109.48,71.84,1.57
146.86,-99.75,56.24,2.74
146.93,-50.72,15.06,0.62
147.0,-25.03,-11.09,-11.71
147.06,5.64,-18.48,-6.92
147.13,12.91,-14.12,-3.47
147.2,90.25,-72.66,-23.18
147.26,145.78,-67.46,-22.06
147.33,250.0,14.63,-53.9
147.4,250.0,41.54,-70.19
147.46,250.0,74.2,-14.18
147.53,250.0,43.06,-17.58
147.6,250.0,50.07,-13.34
147.66,224.24,28.48,3.93
147.73,192.17,32.72,10.78
147.8,211.61,42.0,14.62
147.87,240.79,42.64,39.17
147.93,232.09,66.33,-31.2
148.0,39.47,41.64,-3.31
148.06,-8.58,9.46,2.51
148.13,-58.06,-7.93,17.46
148.2,-87.37,28.47,-70.65
148.26,-128.7,11.58,-114.29
148.33,-249.99,-178.71,-70.71
148.4,-249.99,-201.61,17.05
148.46,-249.99,-149.69,41.33
148.53,-249.99,-112.06,93.3
148.6,7.24,120.1,-28.8
148.67,35.71,-5.65,-10.94
148.73,17.62,180.05,29.22
148.8,88.3,-89.7,9.28
148.86,15.89,12.22,38.03
148.93,47.79,2.67,22.73
149.0,17.88,104.39,97.88
149.06,137.22,87.59,44.81
149.13,250.0,11.0,-2.1
149.2,250.0,65.47,-60.87
149.26,213.36,176.18,-51.68
149.33,116.14,-54.03,-66.02
149.4,115.59,-49.2,-60.19
149.46,45.0,-30.1,-21.07
149.53,28.35,-7.41,-4.92
149.6,10.39,-11.48,-10.59
149.66,16.42,16.02,8.51
149.73,8.37,36.98,28.54
149.8,7.8,-14.16,-10.83
149.86,7.87,8.84,3.36
149.93,6.27,-6.24,-5.57
150.0,9.58,3.22,-1.74
150.06,2.05,1.96,3.69
150.13,9.14,0.49,-3.28
150.2,8.85,-1.31,-4.26
150.26,5.95,3.21,1.27
150.33,8.59,-2.21,-4.64
150.4,5.35,5.01,3.44
150.46,16.19,16.0,9.75
150.53,6.07,21.17,16.86
150.6,7.29,-13.62,-8.77
150.67,6.5,6.66,2.71
150.75,6.1,-3.44,-2.5
150.81,6.0,3.23,1.31
150.88,6.09,0.05,-0.67
150.95,5.56,1.03,0.41
151.01,6.56,1.25,-0.32
151.08,5.72,0.98,0.38
151.15,5.23,2.23,1.45
151.21,5.59,1.46,0.96
151.28,5.4,2.35,1.67
151.35,5.48,0.26,0.62
151.41,5.89,1.67,0.93
151.48,6.01,1.23,0.34
151.55,5.76,1.47,1.8
